project_type,project_type_encoded,size_sqm,num_workers,location,location_encoded,materials,materials_encoded,complexity,budget_tnd,requested_duration,realistic_duration,artisan_experience,season,season_encoded,weather_risk,delay_risk_score,delay_risk,is_delayed
renovation,1,175.6,4,suburban,1,basic,0,4.6,159649,50,15,13.2,winter,0,0.8,0.15,LOW,0
landscaping,3,383.3,1,urban,2,standard,1,3.7,175283,31,53,9.5,winter,0,0.8,0.562,MEDIUM,1
landscaping,3,240.3,5,rural,0,basic,0,3.8,162463,98,20,2.6,autumn,3,0.3,0.081,LOW,0
renovation,1,80.4,5,suburban,1,standard,1,2.7,193721,9,6,3.0,spring,1,0.1,0.165,LOW,1
landscaping,3,77.2,5,urban,2,basic,0,4.4,143002,118,6,1.0,summer,2,0.1,0.453,MEDIUM,1
commercial,2,288.2,6,rural,0,standard,1,2.3,132590,45,29,10.4,spring,1,0.1,0.054,LOW,0
house,0,80.1,1,urban,2,premium,2,2.7,174613,75,21,12.0,winter,0,0.8,0.153,LOW,1
commercial,2,415.9,2,rural,0,basic,0,4.4,46083,113,150,3.5,autumn,3,0.3,0.533,MEDIUM,1
landscaping,3,460.3,6,suburban,1,basic,0,2.6,117500,99,18,4.8,summer,2,0.1,0.112,LOW,0
renovation,1,42.3,7,suburban,1,premium,2,2.8,65307,37,5,14.4,spring,1,0.1,0.016,LOW,1
renovation,1,131.9,6,urban,2,premium,2,3.2,51461,73,9,11.4,spring,1,0.1,0.052,LOW,0
house,0,332.0,7,suburban,1,premium,2,4.4,93393,9,53,9.4,autumn,3,0.3,0.726,HIGH,1
renovation,1,496.9,3,urban,2,standard,1,4.2,36188,117,50,9.8,autumn,3,0.3,0.435,MEDIUM,1
commercial,2,371.5,6,rural,0,premium,2,3.0,163110,103,89,3.8,autumn,3,0.3,0.133,LOW,0
renovation,1,129.8,3,rural,0,standard,1,3.3,131127,57,22,1.0,autumn,3,0.3,0.315,LOW,0
renovation,1,293.9,7,urban,2,basic,0,2.3,95437,92,13,2.7,winter,0,0.8,0.322,LOW,0
landscaping,3,441.4,6,rural,0,basic,0,3.2,9672,46,32,1.0,autumn,3,0.3,0.547,MEDIUM,1
house,0,192.9,2,suburban,1,premium,2,4.2,15503,39,52,8.7,autumn,3,0.3,0.702,HIGH,1
landscaping,3,288.1,1,urban,2,basic,0,3.5,155644,112,30,12.8,autumn,3,0.3,0.203,LOW,0
landscaping,3,113.3,2,rural,0,basic,0,4.6,14709,102,13,6.4,winter,0,0.8,0.282,LOW,1
landscaping,3,404.7,3,rural,0,basic,0,3.7,61410,68,36,4.8,summer,2,0.1,0.145,LOW,0
commercial,2,82.2,7,rural,0,premium,2,4.7,142884,28,21,14.9,winter,0,0.8,0.245,LOW,0
house,0,407.0,6,suburban,1,premium,2,4.3,176140,81,71,7.1,summer,2,0.1,0.229,LOW,1
renovation,1,183.9,3,urban,2,standard,1,1.9,117957,89,8,10.2,winter,0,0.8,0.073,LOW,0
landscaping,3,158.1,2,suburban,1,basic,0,1.9,176356,44,7,5.5,autumn,3,0.3,0.083,LOW,0
renovation,1,78.2,3,suburban,1,premium,2,1.4,119535,18,5,10.2,autumn,3,0.3,0.015,LOW,0
house,0,334.8,2,urban,2,basic,0,4.8,156854,79,76,4.1,autumn,3,0.3,0.266,LOW,0
commercial,2,94.9,7,urban,2,basic,0,4.2,46970,34,16,0.7,summer,2,0.1,0.326,LOW,0
landscaping,3,102.4,6,suburban,1,premium,2,2.6,189568,20,7,3.9,spring,1,0.1,0.129,LOW,0
house,0,434.6,5,urban,2,standard,1,2.8,58960,56,40,5.8,winter,0,0.8,0.156,LOW,0
commercial,2,494.4,2,rural,0,basic,0,1.7,87806,96,51,9.3,autumn,3,0.3,0.027,LOW,0
commercial,2,160.6,6,suburban,1,premium,2,3.1,122750,43,37,1.6,winter,0,0.8,0.423,MEDIUM,1
commercial,2,318.6,4,suburban,1,basic,0,1.2,181692,63,18,3.9,winter,0,0.8,0.268,LOW,0
renovation,1,176.3,6,rural,0,standard,1,4.7,170207,43,24,4.7,spring,1,0.1,0.296,LOW,0
house,0,402.5,5,urban,2,standard,1,3.6,195210,87,69,0.7,spring,1,0.1,0.34,LOW,0
renovation,1,195.4,4,suburban,1,standard,1,3.9,56630,64,17,14.9,summer,2,0.1,0.157,LOW,0
landscaping,3,238.1,2,suburban,1,basic,0,1.0,137185,100,5,5.3,winter,0,0.8,0.0,LOW,0
commercial,2,122.0,6,suburban,1,standard,1,2.3,78946,118,12,5.4,autumn,3,0.3,0.0,LOW,0
house,0,157.5,4,suburban,1,premium,2,1.9,39283,60,21,1.5,summer,2,0.1,0.167,LOW,0
landscaping,3,321.0,5,urban,2,standard,1,2.3,198448,80,10,14.1,winter,0,0.8,0.0,LOW,0
renovation,1,92.7,5,suburban,1,basic,0,1.5,11469,45,5,3.5,winter,0,0.8,0.274,LOW,0
landscaping,3,395.9,7,rural,0,standard,1,2.5,6522,39,16,9.1,winter,0,0.8,0.343,LOW,0
house,0,280.7,4,rural,0,standard,1,5.0,128382,85,58,11.6,winter,0,0.8,0.15,LOW,0
renovation,1,204.6,1,suburban,1,basic,0,1.7,159303,55,23,2.2,spring,1,0.1,0.295,LOW,0
house,0,467.1,4,suburban,1,standard,1,1.2,20216,20,19,11.2,spring,1,0.1,0.28,LOW,0
landscaping,3,212.9,3,suburban,1,standard,1,1.9,147085,98,10,4.7,autumn,3,0.3,0.183,LOW,0
house,0,167.4,6,suburban,1,basic,0,2.5,178141,80,11,6.4,winter,0,0.8,0.178,LOW,0
house,0,150.5,2,rural,0,premium,2,3.8,101744,25,44,14.3,summer,2,0.1,0.451,MEDIUM,1
landscaping,3,174.7,7,urban,2,standard,1,3.5,182530,104,7,13.4,summer,2,0.1,0.076,LOW,0
landscaping,3,344.7,2,urban,2,premium,2,3.5,137537,28,34,12.9,autumn,3,0.3,0.305,LOW,0
landscaping,3,35.8,7,suburban,1,premium,2,1.8,6619,85,5,13.5,spring,1,0.1,0.203,LOW,1
commercial,2,33.9,7,rural,0,standard,1,1.8,159064,100,5,8.9,spring,1,0.1,0.1,LOW,0
landscaping,3,53.1,1,suburban,1,standard,1,4.9,177067,50,15,3.1,winter,0,0.8,0.468,MEDIUM,1
renovation,1,222.1,2,suburban,1,standard,1,4.2,34280,30,37,5.2,autumn,3,0.3,0.348,LOW,0
renovation,1,249.5,1,urban,2,basic,0,1.6,159040,47,26,1.3,summer,2,0.1,0.393,MEDIUM,1
renovation,1,136.1,1,rural,0,premium,2,2.3,109739,58,30,6.2,spring,1,0.1,0.157,LOW,0
renovation,1,254.3,2,rural,0,basic,0,4.1,70779,26,52,1.2,winter,0,0.8,0.852,HIGH,1
commercial,2,101.7,1,urban,2,basic,0,2.4,59903,110,18,14.3,autumn,3,0.3,0.2,LOW,1
commercial,2,296.9,1,suburban,1,basic,0,4.0,17465,41,99,10.6,spring,1,0.1,0.935,HIGH,1
house,0,36.9,2,urban,2,standard,1,3.3,102647,12,5,8.5,summer,2,0.1,0.05,LOW,0
renovation,1,417.3,4,suburban,1,standard,1,4.8,55858,96,47,14.4,spring,1,0.1,0.184,LOW,0
commercial,2,90.3,5,rural,0,basic,0,3.3,148732,75,11,8.3,autumn,3,0.3,0.026,LOW,0
landscaping,3,278.2,1,rural,0,standard,1,2.2,110403,85,48,1.5,summer,2,0.1,0.219,LOW,0
renovation,1,486.4,5,rural,0,premium,2,1.5,115234,82,33,3.6,summer,2,0.1,0.254,LOW,0
commercial,2,77.5,3,suburban,1,standard,1,4.4,144425,24,19,5.8,spring,1,0.1,0.256,LOW,0
landscaping,3,100.7,5,suburban,1,premium,2,2.1,116259,16,5,7.2,winter,0,0.8,0.149,LOW,0
landscaping,3,333.6,7,rural,0,basic,0,1.2,177873,16,8,0.7,winter,0,0.8,0.294,LOW,0
commercial,2,206.5,2,rural,0,standard,1,2.2,56719,82,34,9.4,spring,1,0.1,0.093,LOW,0
landscaping,3,86.9,2,suburban,1,basic,0,3.3,166123,107,5,10.6,summer,2,0.1,0.022,LOW,1
house,0,397.4,6,urban,2,premium,2,3.3,159285,65,66,2.7,spring,1,0.1,0.155,LOW,0
renovation,1,229.7,3,suburban,1,basic,0,4.9,185687,62,23,9.8,winter,0,0.8,0.286,LOW,0
house,0,309.5,1,urban,2,standard,1,1.5,112509,90,37,7.1,winter,0,0.8,0.122,LOW,0
landscaping,3,433.8,1,rural,0,standard,1,3.7,73142,47,87,6.7,summer,2,0.1,0.471,MEDIUM,1
house,0,403.9,7,urban,2,standard,1,4.4,47851,42,47,7.1,autumn,3,0.3,0.435,MEDIUM,1
renovation,1,268.2,2,urban,2,standard,1,1.9,159616,62,20,3.5,summer,2,0.1,0.077,LOW,0
landscaping,3,64.9,2,suburban,1,basic,0,2.2,127192,20,5,11.6,summer,2,0.1,0.078,LOW,1
commercial,2,37.8,5,suburban,1,standard,1,3.6,78273,61,7,3.8,autumn,3,0.3,0.174,LOW,0
house,0,67.6,2,rural,0,premium,2,2.3,197965,59,13,5.7,autumn,3,0.3,0.178,LOW,0
landscaping,3,63.6,5,suburban,1,standard,1,2.7,122794,60,5,5.5,spring,1,0.1,0.003,LOW,1
landscaping,3,158.1,5,urban,2,standard,1,3.4,7468,100,9,5.2,spring,1,0.1,0.257,LOW,0
house,0,478.7,5,rural,0,basic,0,1.2,66114,83,20,6.2,summer,2,0.1,0.0,LOW,0
landscaping,3,429.2,4,urban,2,standard,1,1.4,20343,11,9,9.4,winter,0,0.8,0.355,MEDIUM,0
landscaping,3,225.1,5,rural,0,basic,0,3.4,137575,94,19,0.8,autumn,3,0.3,0.327,LOW,0
commercial,2,276.9,7,suburban,1,basic,0,3.6,124559,60,28,9.7,autumn,3,0.3,0.146,LOW,0
renovation,1,168.1,3,rural,0,basic,0,4.1,53498,59,17,10.3,autumn,3,0.3,0.237,LOW,0
commercial,2,452.9,6,urban,2,standard,1,1.2,118394,84,18,10.1,winter,0,0.8,0.09,LOW,0
commercial,2,176.1,7,urban,2,standard,1,1.6,77018,19,9,8.4,autumn,3,0.3,0.058,LOW,0
landscaping,3,406.9,1,rural,0,basic,0,2.5,169182,60,56,3.6,winter,0,0.8,0.233,LOW,0
renovation,1,389.6,5,suburban,1,standard,1,3.9,176886,48,36,6.2,autumn,3,0.3,0.0,LOW,0
house,0,262.8,7,urban,2,premium,2,3.8,90494,66,33,9.9,summer,2,0.1,0.154,LOW,0
landscaping,3,211.0,4,rural,0,standard,1,4.3,92977,23,19,9.2,spring,1,0.1,0.247,LOW,0
house,0,101.4,3,rural,0,standard,1,1.1,55908,95,5,10.7,autumn,3,0.3,0.127,LOW,0
house,0,418.4,5,urban,2,premium,2,1.6,127932,114,25,9.8,summer,2,0.1,0.073,LOW,0
landscaping,3,227.2,4,urban,2,standard,1,2.0,74959,7,7,9.2,summer,2,0.1,0.0,LOW,0
landscaping,3,181.4,5,urban,2,basic,0,2.1,23651,43,6,3.6,summer,2,0.1,0.154,LOW,1
house,0,223.6,1,suburban,1,basic,0,3.3,195523,74,49,11.6,winter,0,0.8,0.328,LOW,0
renovation,1,223.2,2,suburban,1,standard,1,1.8,140212,110,13,9.0,spring,1,0.1,0.0,LOW,0
commercial,2,58.7,4,rural,0,basic,0,2.2,50548,57,5,13.9,summer,2,0.1,0.011,LOW,0
commercial,2,218.6,3,suburban,1,premium,2,3.4,135436,102,48,8.3,summer,2,0.1,0.196,LOW,0
house,0,435.3,5,suburban,1,standard,1,2.3,25089,59,32,9.2,winter,0,0.8,0.342,LOW,0
renovation,1,435.8,2,urban,2,basic,0,4.0,62398,116,41,13.3,winter,0,0.8,0.263,LOW,0
renovation,1,90.2,7,urban,2,standard,1,2.6,46032,117,5,5.9,summer,2,0.1,0.129,LOW,0
commercial,2,383.3,7,suburban,1,premium,2,2.7,120348,98,48,14.8,summer,2,0.1,0.122,LOW,0
house,0,85.6,7,urban,2,premium,2,1.6,168010,64,5,4.6,summer,2,0.1,0.257,LOW,0
renovation,1,383.5,1,rural,0,basic,0,3.9,32473,49,113,3.1,summer,2,0.1,0.969,HIGH,1
commercial,2,244.8,6,suburban,1,standard,1,2.6,66723,13,24,10.1,summer,2,0.1,0.42,MEDIUM,0
renovation,1,83.0,3,rural,0,basic,0,1.2,107387,96,5,12.6,spring,1,0.1,0.033,LOW,0
renovation,1,39.7,1,rural,0,premium,2,3.8,185607,73,19,2.3,winter,0,0.8,0.324,LOW,0
landscaping,3,132.5,3,suburban,1,basic,0,3.2,138563,111,8,4.3,winter,0,0.8,0.224,LOW,0
renovation,1,306.7,3,rural,0,standard,1,1.3,6099,13,13,8.9,summer,2,0.1,0.258,LOW,0
commercial,2,450.5,2,urban,2,standard,1,3.1,23480,77,109,3.0,spring,1,0.1,0.584,MEDIUM,0
landscaping,3,94.4,4,urban,2,premium,2,4.2,146730,106,8,12.6,summer,2,0.1,0.185,LOW,1
renovation,1,130.3,1,urban,2,standard,1,1.6,126009,99,10,8.4,winter,0,0.8,0.167,LOW,0
house,0,488.1,4,rural,0,basic,0,4.7,63318,104,78,12.4,spring,1,0.1,0.277,LOW,0
renovation,1,415.7,6,suburban,1,basic,0,2.9,86781,112,19,13.9,spring,1,0.1,0.062,LOW,0
renovation,1,349.6,7,rural,0,standard,1,3.5,5023,27,28,8.4,winter,0,0.8,0.49,MEDIUM,0
house,0,492.5,3,rural,0,standard,1,3.8,106614,115,126,3.0,autumn,3,0.3,0.238,LOW,1
house,0,224.4,3,rural,0,basic,0,4.0,58724,33,34,10.3,winter,0,0.8,0.117,LOW,0
house,0,57.3,5,suburban,1,basic,0,4.0,154188,60,5,12.5,summer,2,0.1,0.007,LOW,0
house,0,256.2,6,rural,0,standard,1,4.0,124241,93,46,4.8,winter,0,0.8,0.241,LOW,0
house,0,77.5,5,rural,0,premium,2,4.9,78349,12,19,7.9,spring,1,0.1,0.539,MEDIUM,1
renovation,1,98.0,4,rural,0,premium,2,4.4,199807,116,15,11.6,summer,2,0.1,0.115,LOW,0
house,0,82.1,7,rural,0,basic,0,4.8,20220,115,11,6.6,summer,2,0.1,0.17,LOW,0
commercial,2,461.9,2,suburban,1,basic,0,4.8,94393,80,148,4.0,spring,1,0.1,0.738,HIGH,1
house,0,486.5,3,rural,0,premium,2,2.8,59306,7,123,2.7,winter,0,0.8,0.626,HIGH,1
renovation,1,282.7,6,urban,2,basic,0,1.9,85102,98,11,2.3,summer,2,0.1,0.079,LOW,0
renovation,1,295.8,7,urban,2,basic,0,3.5,96273,24,17,5.3,winter,0,0.8,0.272,LOW,0
renovation,1,218.3,4,urban,2,premium,2,2.6,147333,27,15,9.0,autumn,3,0.3,0.113,LOW,0
commercial,2,444.5,1,urban,2,premium,2,1.7,193276,49,98,6.8,spring,1,0.1,0.585,MEDIUM,1
landscaping,3,286.9,2,urban,2,basic,0,2.2,102808,116,11,8.5,spring,1,0.1,0.008,LOW,0
commercial,2,69.5,2,suburban,1,standard,1,1.3,151460,68,5,11.9,spring,1,0.1,0.042,LOW,0
renovation,1,108.7,6,suburban,1,basic,0,2.9,87940,56,5,13.1,summer,2,0.1,0.0,LOW,0
house,0,189.1,7,suburban,1,basic,0,2.1,12600,15,8,13.0,spring,1,0.1,0.329,LOW,0
landscaping,3,412.2,6,suburban,1,premium,2,2.3,116975,15,18,14.9,summer,2,0.1,0.183,LOW,1
house,0,264.9,4,rural,0,standard,1,2.5,108773,12,28,7.8,autumn,3,0.3,0.504,MEDIUM,0
house,0,230.4,2,suburban,1,standard,1,2.0,124582,52,24,6.9,autumn,3,0.3,0.034,LOW,0
commercial,2,406.3,1,urban,2,standard,1,4.5,159267,34,208,5.4,spring,1,0.1,0.692,HIGH,1
landscaping,3,367.3,3,suburban,1,standard,1,3.5,17660,78,32,4.6,spring,1,0.1,0.367,MEDIUM,1
house,0,38.6,6,suburban,1,premium,2,1.8,26544,57,5,8.2,summer,2,0.1,0.003,LOW,1
renovation,1,70.1,4,rural,0,premium,2,1.1,28174,114,5,4.7,autumn,3,0.3,0.164,LOW,0
house,0,487.4,2,suburban,1,standard,1,3.3,109080,85,131,0.6,winter,0,0.8,0.636,HIGH,1
house,0,417.2,2,rural,0,standard,1,3.6,31591,93,96,6.7,autumn,3,0.3,0.376,MEDIUM,1
house,0,141.7,1,urban,2,basic,0,1.5,174289,118,15,5.2,winter,0,0.8,0.276,LOW,0
commercial,2,59.4,1,rural,0,standard,1,1.2,62187,37,12,3.2,spring,1,0.1,0.212,LOW,0
landscaping,3,462.8,1,rural,0,basic,0,1.3,74329,72,40,0.6,autumn,3,0.3,0.323,LOW,0
landscaping,3,457.1,3,suburban,1,premium,2,4.3,26761,39,58,6.1,summer,2,0.1,0.948,HIGH,1
landscaping,3,355.7,4,suburban,1,standard,1,5.0,99039,15,31,14.6,autumn,3,0.3,0.483,MEDIUM,1
landscaping,3,203.3,2,urban,2,standard,1,1.9,175982,73,8,14.5,spring,1,0.1,0.0,LOW,0
landscaping,3,295.8,5,rural,0,basic,0,4.4,85873,114,20,14.4,summer,2,0.1,0.188,LOW,1
landscaping,3,283.8,7,suburban,1,basic,0,2.0,114905,37,6,13.1,spring,1,0.1,0.151,LOW,0
house,0,288.0,6,rural,0,premium,2,2.7,54796,40,55,2.1,winter,0,0.8,0.466,MEDIUM,0
house,0,253.5,7,suburban,1,premium,2,1.4,13261,23,13,11.4,winter,0,0.8,0.403,MEDIUM,1
renovation,1,244.4,4,suburban,1,premium,2,2.7,130018,70,23,5.8,summer,2,0.1,0.002,LOW,1
renovation,1,112.2,1,suburban,1,premium,2,3.2,196359,52,38,2.7,winter,0,0.8,0.465,MEDIUM,1
house,0,184.8,6,urban,2,premium,2,1.2,119417,117,8,6.1,autumn,3,0.3,0.029,LOW,0
landscaping,3,226.4,2,rural,0,standard,1,2.2,42894,111,16,5.7,autumn,3,0.3,0.05,LOW,0
landscaping,3,293.4,4,urban,2,standard,1,3.0,57406,119,19,3.1,summer,2,0.1,0.169,LOW,1
house,0,323.9,2,rural,0,standard,1,2.1,140078,78,40,14.2,winter,0,0.8,0.035,LOW,0
landscaping,3,257.5,7,suburban,1,standard,1,2.2,165600,20,9,5.5,autumn,3,0.3,0.174,LOW,0
landscaping,3,218.6,4,suburban,1,basic,0,2.0,195247,97,9,2.0,winter,0,0.8,0.261,LOW,1
renovation,1,107.1,5,urban,2,premium,2,2.8,44940,72,7,12.5,summer,2,0.1,0.113,LOW,0
renovation,1,295.8,1,suburban,1,standard,1,2.5,182263,77,42,14.2,spring,1,0.1,0.016,LOW,0
commercial,2,191.9,6,urban,2,standard,1,2.7,118449,19,17,8.7,autumn,3,0.3,0.0,LOW,0
house,0,351.9,7,urban,2,premium,2,3.6,13462,72,42,13.7,autumn,3,0.3,0.43,MEDIUM,1
landscaping,3,110.3,7,suburban,1,premium,2,3.3,142151,29,6,12.8,spring,1,0.1,0.135,LOW,0
house,0,42.8,5,suburban,1,standard,1,3.6,199035,76,5,5.6,autumn,3,0.3,0.142,LOW,0
landscaping,3,246.8,5,urban,2,premium,2,2.1,79497,33,14,2.1,summer,2,0.1,0.205,LOW,1
commercial,2,317.1,7,suburban,1,basic,0,3.7,185291,105,53,1.2,winter,0,0.8,0.28,LOW,0
house,0,143.5,2,rural,0,standard,1,2.9,108393,12,24,13.8,summer,2,0.1,0.338,LOW,0
house,0,308.8,7,urban,2,standard,1,1.8,111129,70,23,1.2,autumn,3,0.3,0.259,LOW,0
house,0,294.0,5,suburban,1,standard,1,3.2,133769,19,34,6.1,summer,2,0.1,0.528,MEDIUM,0
landscaping,3,375.1,5,suburban,1,basic,0,3.5,112925,75,17,7.3,spring,1,0.1,0.0,LOW,0
renovation,1,82.5,2,rural,0,premium,2,4.7,70527,60,26,3.9,summer,2,0.1,0.397,MEDIUM,1
house,0,480.7,3,urban,2,basic,0,2.2,76249,117,30,8.7,summer,2,0.1,0.022,LOW,1
house,0,498.1,2,suburban,1,basic,0,1.6,149807,87,52,0.6,winter,0,0.8,0.282,LOW,0
commercial,2,417.7,2,rural,0,standard,1,1.9,110665,36,59,9.9,autumn,3,0.3,0.511,MEDIUM,0
landscaping,3,131.8,1,suburban,1,basic,0,1.8,185668,12,7,7.6,autumn,3,0.3,0.072,LOW,0
house,0,472.1,7,suburban,1,standard,1,2.4,88246,78,49,2.2,autumn,3,0.3,0.254,LOW,0
commercial,2,212.4,1,urban,2,basic,0,2.6,144638,18,52,5.0,autumn,3,0.3,0.6,HIGH,1
house,0,313.5,2,urban,2,premium,2,4.3,9809,48,83,6.8,spring,1,0.1,0.889,HIGH,1
commercial,2,157.8,4,suburban,1,premium,2,4.9,192644,79,44,8.2,summer,2,0.1,0.112,LOW,0
renovation,1,217.4,5,urban,2,standard,1,3.7,70535,118,23,2.3,summer,2,0.1,0.115,LOW,0
landscaping,3,178.3,7,rural,0,standard,1,2.4,62228,44,7,13.5,winter,0,0.8,0.197,LOW,0
renovation,1,475.4,7,suburban,1,standard,1,1.7,150620,25,22,3.3,winter,0,0.8,0.167,LOW,0
commercial,2,146.8,3,urban,2,standard,1,1.1,149037,18,7,14.8,spring,1,0.1,0.0,LOW,0
house,0,485.6,7,urban,2,premium,2,3.4,143877,29,55,14.0,winter,0,0.8,0.65,HIGH,1
commercial,2,97.4,6,suburban,1,basic,0,4.4,155452,83,14,5.9,autumn,3,0.3,0.169,LOW,0
landscaping,3,407.0,5,rural,0,standard,1,2.6,61845,92,21,6.9,winter,0,0.8,0.169,LOW,1
commercial,2,329.9,6,urban,2,standard,1,2.3,47887,119,29,6.0,autumn,3,0.3,0.098,LOW,0
commercial,2,297.9,1,rural,0,standard,1,1.9,109604,67,93,3.9,autumn,3,0.3,0.382,MEDIUM,1
commercial,2,113.3,5,urban,2,premium,2,4.7,104981,91,35,3.2,autumn,3,0.3,0.357,MEDIUM,1
renovation,1,78.6,2,rural,0,premium,2,1.5,90273,24,6,8.7,spring,1,0.1,0.096,LOW,0
landscaping,3,298.6,5,rural,0,premium,2,2.4,69178,44,17,7.7,autumn,3,0.3,0.039,LOW,0
commercial,2,481.6,7,urban,2,premium,2,3.7,132118,112,74,13.0,autumn,3,0.3,0.163,LOW,0
house,0,432.5,5,urban,2,basic,0,4.7,64699,104,46,12.6,summer,2,0.1,0.169,LOW,0
landscaping,3,349.3,2,rural,0,basic,0,4.3,113220,104,49,3.4,spring,1,0.1,0.246,LOW,0
commercial,2,453.6,5,suburban,1,standard,1,4.7,171573,87,141,0.8,summer,2,0.1,0.805,HIGH,1
house,0,46.7,7,urban,2,basic,0,4.2,120315,97,5,7.4,autumn,3,0.3,0.211,LOW,1
commercial,2,45.1,5,suburban,1,premium,2,3.6,148820,110,8,9.6,spring,1,0.1,0.128,LOW,0
commercial,2,399.4,1,urban,2,premium,2,3.5,94292,21,170,12.2,spring,1,0.1,0.546,MEDIUM,1
landscaping,3,472.0,1,rural,0,basic,0,1.3,36340,112,39,1.7,spring,1,0.1,0.409,MEDIUM,1
renovation,1,440.1,4,rural,0,basic,0,1.7,127249,72,27,1.4,summer,2,0.1,0.176,LOW,0
landscaping,3,447.8,5,suburban,1,premium,2,3.9,112443,23,36,7.5,autumn,3,0.3,0.439,MEDIUM,0
landscaping,3,494.4,7,urban,2,basic,0,3.4,138941,71,22,4.4,spring,1,0.1,0.179,LOW,0
renovation,1,444.9,4,suburban,1,basic,0,2.4,190538,32,27,3.6,winter,0,0.8,0.087,LOW,0
commercial,2,461.1,2,suburban,1,premium,2,3.9,104655,75,145,13.2,spring,1,0.1,0.561,MEDIUM,1
house,0,133.5,2,urban,2,standard,1,2.1,144362,16,14,5.5,winter,0,0.8,0.135,LOW,0
house,0,184.4,6,rural,0,standard,1,1.8,181051,14,12,8.0,summer,2,0.1,0.0,LOW,1
house,0,187.5,2,suburban,1,standard,1,2.2,154973,51,23,6.0,winter,0,0.8,0.13,LOW,1
landscaping,3,384.8,7,urban,2,basic,0,2.6,117365,112,10,12.1,spring,1,0.1,0.09,LOW,0
house,0,149.2,3,urban,2,premium,2,1.7,87033,109,11,10.7,winter,0,0.8,0.139,LOW,0
commercial,2,167.3,3,suburban,1,basic,0,1.1,17617,117,7,11.4,spring,1,0.1,0.042,LOW,0
house,0,279.1,4,suburban,1,standard,1,1.9,91282,52,19,7.3,autumn,3,0.3,0.13,LOW,0
renovation,1,211.9,1,suburban,1,basic,0,1.1,22928,42,10,8.8,spring,1,0.1,0.048,LOW,0
house,0,46.1,3,rural,0,basic,0,3.5,23276,54,9,2.1,summer,2,0.1,0.103,LOW,0
landscaping,3,143.3,3,suburban,1,standard,1,4.8,91614,56,17,4.4,winter,0,0.8,0.319,LOW,0
landscaping,3,206.7,4,urban,2,standard,1,4.1,163899,21,13,10.8,winter,0,0.8,0.175,LOW,0
commercial,2,107.2,4,urban,2,standard,1,3.6,113088,72,15,8.5,autumn,3,0.3,0.139,LOW,0
renovation,1,308.5,2,suburban,1,basic,0,4.4,42895,90,36,11.1,summer,2,0.1,0.169,LOW,0
landscaping,3,249.5,3,urban,2,standard,1,4.9,194891,74,24,6.5,summer,2,0.1,0.109,LOW,0
house,0,433.0,1,urban,2,premium,2,3.8,28839,106,206,4.6,winter,0,0.8,1.0,HIGH,1
house,0,69.1,5,urban,2,premium,2,2.7,30575,48,7,14.8,spring,1,0.1,0.0,LOW,1
commercial,2,213.5,5,urban,2,standard,1,4.3,64316,12,33,13.2,summer,2,0.1,0.471,MEDIUM,1
commercial,2,133.0,3,urban,2,basic,0,3.9,30601,7,18,13.0,spring,1,0.1,0.38,MEDIUM,1
landscaping,3,283.0,2,suburban,1,basic,0,3.9,179882,33,24,6.3,autumn,3,0.3,0.018,LOW,0
commercial,2,72.7,2,suburban,1,basic,0,1.3,74501,92,5,5.1,spring,1,0.1,0.007,LOW,1
commercial,2,478.3,7,rural,0,basic,0,2.8,190885,81,51,6.2,autumn,3,0.3,0.124,LOW,0
commercial,2,164.2,7,urban,2,standard,1,3.6,120526,46,19,7.5,winter,0,0.8,0.274,LOW,0
commercial,2,102.3,7,rural,0,standard,1,2.7,155915,84,14,4.8,autumn,3,0.3,0.084,LOW,1
landscaping,3,109.8,3,suburban,1,premium,2,1.1,182233,73,5,6.6,autumn,3,0.3,0.164,LOW,1
house,0,244.7,6,rural,0,premium,2,3.7,123172,99,68,1.3,summer,2,0.1,0.398,MEDIUM,0
house,0,123.2,1,suburban,1,standard,1,4.6,43795,39,70,2.6,summer,2,0.1,0.736,HIGH,1
landscaping,3,351.4,2,urban,2,basic,0,2.2,177721,62,14,13.4,winter,0,0.8,0.045,LOW,0
renovation,1,260.0,4,urban,2,standard,1,4.3,198099,27,38,0.8,spring,1,0.1,0.467,MEDIUM,1
house,0,170.2,4,suburban,1,basic,0,3.4,93517,78,16,10.3,summer,2,0.1,0.082,LOW,0
commercial,2,440.0,6,urban,2,basic,0,3.2,9281,101,38,10.1,winter,0,0.8,0.412,MEDIUM,1
renovation,1,383.4,2,rural,0,premium,2,2.1,48274,17,40,7.9,spring,1,0.1,0.455,MEDIUM,1
landscaping,3,292.0,2,suburban,1,standard,1,1.7,74287,114,12,9.8,autumn,3,0.3,0.034,LOW,0
renovation,1,241.3,5,suburban,1,basic,0,1.0,114193,79,5,8.4,summer,2,0.1,0.021,LOW,0
commercial,2,209.4,7,rural,0,basic,0,1.3,155697,55,13,3.1,autumn,3,0.3,0.083,LOW,0
commercial,2,273.7,4,rural,0,standard,1,2.8,60557,107,40,13.0,autumn,3,0.3,0.0,LOW,0
renovation,1,72.3,1,rural,0,basic,0,4.2,125023,96,18,5.9,spring,1,0.1,0.338,LOW,0
house,0,178.2,3,suburban,1,basic,0,3.8,15188,45,21,7.9,summer,2,0.1,0.368,MEDIUM,0
renovation,1,299.4,5,rural,0,standard,1,2.9,99881,85,22,7.6,autumn,3,0.3,0.0,LOW,0
